PostId,PostTypeId,CreationDate,UserId,Tags,Comments,ParentId,Acceptance,Upvotes,Downvotes,UserDate,LastAccess,Reputation,Badges,ViewCount,SourceId
995,1,2014-05-31T02:05:59.560,1908,<discussion><identification-questions>,5.0,,0.0,5.0,0.0,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,57,anime.meta.stackexchange
998,1,2014-06-02T08:47:39.690,2869,<discussion><identification-questions>,2.0,,0.0,8.0,0.0,2013-12-05T05:51:29.000,2024-04-14T23:55:54.933,19245,29.0,209,anime.meta.stackexchange
999,1,2014-06-02T21:02:34.697,3650,<support><status-norepro>,4.0,,0.0,8.0,0.0,2014-02-08T13:40:34.000,2014-12-04T23:54:49.313,6620,23.0,89,anime.meta.stackexchange
1002,1,2014-06-06T01:45:46.790,3650,<discussion><allowed-topics>,1.0,,0.0,1.0,0.0,2014-02-08T13:40:34.000,2014-12-04T23:54:49.313,6620,23.0,71,anime.meta.stackexchange
1005,1,2014-06-10T10:31:38.963,3650,<support><status-norepro>,6.0,,0.0,1.0,0.0,2014-02-08T13:40:34.000,2014-12-04T23:54:49.313,6620,23.0,82,anime.meta.stackexchange
1007,1,2014-06-14T20:48:50.357,1908,<discussion><comments>,2.0,,0.0,7.0,1.0,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,92,anime.meta.stackexchange
1008,1,2014-06-15T00:49:32.143,6233,<discussion><support><meta>,2.0,,0.0,1.0,0.0,2014-06-14T00:21:51.000,2014-06-28T02:22:19.907,293,7.0,47,anime.meta.stackexchange
1009,1,2014-06-15T01:01:30.910,6233,<discussion><support><down-votes>,7.0,,0.0,3.0,0.0,2014-06-14T00:21:51.000,2014-06-28T02:22:19.907,293,7.0,77,anime.meta.stackexchange
1014,1,2014-06-17T04:12:58.570,2604,<discussion>,8.0,,0.0,2.0,0.0,2013-10-24T16:31:43.000,2020-12-27T06:49:01.050,14625,25.0,56,anime.meta.stackexchange
1016,1,2014-06-18T14:12:51.037,6166,<support>,1.0,,0.0,2.0,0.0,2014-06-08T22:05:05.000,2015-11-30T20:11:59.300,13848,23.0,37,anime.meta.stackexchange
1018,1,2014-06-18T14:51:44.540,6166,<support>,,,,,,2014-06-08T22:05:05.000,2015-11-30T20:11:59.300,13848,23.0,22,anime.meta.stackexchange
1020,1,2014-06-18T19:39:31.993,6166,<discussion>,3.0,,0.0,7.0,0.0,2014-06-08T22:05:05.000,2015-11-30T20:11:59.300,13848,23.0,129,anime.meta.stackexchange
1023,1,2014-06-19T07:27:22.970,27,<discussion><feature-request><close-reasons><off-topic><chat>,1.0,,0.0,9.0,0.0,2012-12-11T20:35:51.000,2022-04-07T19:00:23.373,19254,61.0,98,anime.meta.stackexchange
1024,1,2014-06-20T18:51:27.733,1908,<discussion><status-completed><tags>,5.0,,0.0,4.0,0.0,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,53,anime.meta.stackexchange
1032,1,2014-06-30T16:08:47.000,6166,<support>,4.0,,0.0,3.0,0.0,2014-06-08T22:05:05.000,2015-11-30T20:11:59.300,13848,23.0,39,anime.meta.stackexchange
1034,1,2014-07-01T08:32:15.637,1530,<discussion><identification-questions>,,,0.0,2.0,1.0,2013-03-04T20:15:55.000,2023-09-25T20:43:06.577,34362,68.0,113,anime.meta.stackexchange
1036,5,2014-07-01T21:31:37.587,1908,,,,,,,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,0,anime.meta.stackexchange
1037,4,2014-07-01T21:31:37.587,1908,,,,,,,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,0,anime.meta.stackexchange
1038,1,2014-07-01T21:42:30.150,1908,<discussion><allowed-topics><identification-questions>,4.0,,0.0,2.0,1.0,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,76,anime.meta.stackexchange
1041,1,2014-07-04T03:34:57.893,2869,<discussion><lumping-and-splitting>,4.0,,0.0,1.0,0.0,2013-12-05T05:51:29.000,2024-04-14T23:55:54.933,19245,29.0,47,anime.meta.stackexchange
1042,1,2014-07-04T15:55:13.083,6166,<support>,2.0,,0.0,1.0,0.0,2014-06-08T22:05:05.000,2015-11-30T20:11:59.300,13848,23.0,19,anime.meta.stackexchange
1043,1,2014-07-04T17:29:16.213,6166,<discussion><retagging><lumping-and-splitting>,5.0,,0.0,1.0,0.0,2014-06-08T22:05:05.000,2015-11-30T20:11:59.300,13848,23.0,38,anime.meta.stackexchange
1044,5,2014-07-04T21:27:02.417,1908,,,,,,,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,0,anime.meta.stackexchange
1045,4,2014-07-04T21:27:02.417,1908,,,,,,,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,0,anime.meta.stackexchange
1046,1,2014-07-05T06:08:25.667,2869,<discussion><tag-wiki>,1.0,,0.0,5.0,0.0,2013-12-05T05:51:29.000,2024-04-14T23:55:54.933,19245,29.0,126,anime.meta.stackexchange
1048,1,2014-07-06T02:47:09.133,2604,<discussion><status-completed><tags>,,,0.0,2.0,0.0,2013-10-24T16:31:43.000,2020-12-27T06:49:01.050,14625,25.0,54,anime.meta.stackexchange
1049,1,2014-07-06T10:17:21.217,3650,<discussion>,4.0,,0.0,7.0,0.0,2014-02-08T13:40:34.000,2014-12-04T23:54:49.313,6620,23.0,165,anime.meta.stackexchange
1052,1,2014-07-11T16:21:09.673,1530,<discussion><close-reasons><flagging>,,,0.0,2.0,1.0,2013-03-04T20:15:55.000,2023-09-25T20:43:06.577,34362,68.0,45,anime.meta.stackexchange
1053,1,2014-07-11T16:29:15.930,1530,<support><tags><tag-synonyms>,4.0,,0.0,3.0,0.0,2013-03-04T20:15:55.000,2023-09-25T20:43:06.577,34362,68.0,54,anime.meta.stackexchange
1055,5,2014-07-13T20:22:11.997,1908,,,,,,,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,0,anime.meta.stackexchange
1056,4,2014-07-13T20:22:11.997,1908,,,,,,,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,0,anime.meta.stackexchange
1057,1,2014-07-23T16:19:12.710,3650,<discussion>,,,0.0,2.0,0.0,2014-02-08T13:40:34.000,2014-12-04T23:54:49.313,6620,23.0,25,anime.meta.stackexchange
1059,1,2014-07-23T19:22:49.077,191,<discussion><retagging><off-topic><closed-questions>,1.0,,0.0,5.0,0.0,2012-12-17T05:30:06.000,2020-12-01T13:47:20.400,9537,62.0,81,anime.meta.stackexchange
1061,1,2014-07-24T10:06:16.957,2178,<discussion>,,,0.0,1.0,0.0,2013-08-07T18:33:35.000,2021-01-12T18:43:45.597,5502,17.0,67,anime.meta.stackexchange
1063,1,2014-07-25T03:22:04.577,63,<discussion><allowed-topics><identification-questions>,3.0,,0.0,15.0,4.0,2012-12-11T21:44:54.000,2024-08-02T12:29:57.593,42611,102.0,314,anime.meta.stackexchange
1067,1,2014-07-29T19:40:35.677,6166,<discussion><tag-synonyms><lumping-and-splitting>,3.0,,0.0,7.0,0.0,2014-06-08T22:05:05.000,2015-11-30T20:11:59.300,13848,23.0,74,anime.meta.stackexchange
1068,1,2014-08-05T09:13:57.667,4831,<discussion>,7.0,,0.0,2.0,1.0,2014-05-10T11:07:43.000,2015-11-20T13:33:05.813,239,4.0,78,anime.meta.stackexchange
1070,1,2014-08-05T10:24:44.563,93,<discussion><status-completed><tags><tag-synonyms>,1.0,,,,,2012-12-12T00:28:02.000,2019-12-24T16:29:05.197,23731,22.0,55,anime.meta.stackexchange
1072,1,2014-08-06T14:57:15.937,7866,<discussion>,2.0,,0.0,2.0,0.0,2014-08-05T06:25:24.000,2019-08-18T05:23:43.970,12830,17.0,119,anime.meta.stackexchange
1074,1,2014-08-07T02:03:42.903,2869,<discussion><close-reasons>,4.0,,0.0,6.0,0.0,2013-12-05T05:51:29.000,2024-04-14T23:55:54.933,19245,29.0,161,anime.meta.stackexchange
1077,1,2014-08-11T03:02:02.160,-1,<discussion><site-evaluation>,,,0.0,9.0,0.0,2012-12-11T18:19:06.000,2012-12-11T18:19:14.610,1,,224,anime.meta.stackexchange
1078,1,2014-08-14T04:25:00.403,2604,<feature-request><status-completed><tags>,3.0,,0.0,3.0,0.0,2013-10-24T16:31:43.000,2020-12-27T06:49:01.050,14625,25.0,75,anime.meta.stackexchange
1079,1,2014-08-15T23:47:31.443,3650,<discussion>,4.0,,0.0,1.0,0.0,2014-02-08T13:40:34.000,2014-12-04T23:54:49.313,6620,23.0,9166,anime.meta.stackexchange
1083,1,2014-08-13T18:40:21.577,1530,<feature-request><status-completed><identification-questions><asking-questions>,2.0,,0.0,26.0,1.0,2013-03-04T20:15:55.000,2023-09-25T20:43:06.577,34362,68.0,235,anime.meta.stackexchange
1086,1,2014-08-19T20:27:23.057,6166,<discussion><identification-questions>,2.0,,0.0,5.0,0.0,2014-06-08T22:05:05.000,2015-11-30T20:11:59.300,13848,23.0,94,anime.meta.stackexchange
1089,1,2014-08-20T15:56:10.803,2808,<discussion><acceptable-questions>,4.0,,0.0,1.0,4.0,2013-11-27T15:35:01.000,2017-06-09T12:16:43.510,10816,18.0,119,anime.meta.stackexchange
1092,1,2014-08-21T15:03:52.007,6166,<discussion>,1.0,,0.0,2.0,0.0,2014-06-08T22:05:05.000,2015-11-30T20:11:59.300,13848,23.0,55,anime.meta.stackexchange
1093,1,2014-08-21T17:45:51.687,6166,<discussion>,3.0,,0.0,7.0,0.0,2014-06-08T22:05:05.000,2015-11-30T20:11:59.300,13848,23.0,102,anime.meta.stackexchange
1097,1,2014-08-24T07:25:12.137,3650,<discussion>,2.0,,0.0,2.0,0.0,2014-02-08T13:40:34.000,2014-12-04T23:54:49.313,6620,23.0,49,anime.meta.stackexchange
1099,1,2014-08-26T12:26:01.730,2808,<discussion>,3.0,,,,,2013-11-27T15:35:01.000,2017-06-09T12:16:43.510,10816,18.0,62,anime.meta.stackexchange
1101,1,2014-08-28T22:14:40.203,1530,<discussion><copyright>,2.0,,0.0,3.0,0.0,2013-03-04T20:15:55.000,2023-09-25T20:43:06.577,34362,68.0,210,anime.meta.stackexchange
1103,1,2014-08-30T03:24:01.527,2869,<discussion><identification-questions><guidelines>,1.0,,0.0,3.0,0.0,2013-12-05T05:51:29.000,2024-04-14T23:55:54.933,19245,29.0,165,anime.meta.stackexchange
1107,1,2014-09-02T03:40:32.067,2604,<discussion><flagging>,3.0,,0.0,5.0,0.0,2013-10-24T16:31:43.000,2020-12-27T06:49:01.050,14625,25.0,104,anime.meta.stackexchange
1109,1,2014-09-04T06:36:05.000,8233,<discussion>,2.0,,0.0,1.0,0.0,2014-09-03T04:49:35.000,2019-11-28T08:29:49.330,223,3.0,35,anime.meta.stackexchange
1110,1,2014-09-06T13:51:28.030,1398,<discussion>,4.0,,0.0,8.0,0.0,2013-01-31T09:48:26.000,2020-11-20T09:20:35.173,13642,31.0,100,anime.meta.stackexchange
1112,1,2014-09-11T10:01:57.113,1530,<support><flagging>,1.0,,0.0,2.0,0.0,2013-03-04T20:15:55.000,2023-09-25T20:43:06.577,34362,68.0,62,anime.meta.stackexchange
1114,1,2014-09-12T20:08:06.563,63,<discussion><community-events>,3.0,,0.0,9.0,0.0,2012-12-11T21:44:54.000,2024-08-02T12:29:57.593,42611,102.0,248,anime.meta.stackexchange
1116,1,2014-09-15T19:52:37.130,2808,<discussion>,1.0,,0.0,5.0,0.0,2013-11-27T15:35:01.000,2017-06-09T12:16:43.510,10816,18.0,224,anime.meta.stackexchange
1119,1,2014-09-18T01:19:25.957,7894,<discussion><allowed-topics>,,,0.0,2.0,0.0,2014-08-07T01:53:37.000,2014-09-26T08:23:28.380,329,6.0,64,anime.meta.stackexchange
1122,1,2014-09-25T13:33:13.873,2808,<discussion><tags><lumping-and-splitting>,2.0,,0.0,3.0,0.0,2013-11-27T15:35:01.000,2017-06-09T12:16:43.510,10816,18.0,104,anime.meta.stackexchange
1123,1,2014-09-26T01:09:04.700,7894,<discussion><allowed-topics>,5.0,,0.0,1.0,0.0,2014-08-07T01:53:37.000,2014-09-26T08:23:28.380,329,6.0,38,anime.meta.stackexchange
1124,1,2014-09-26T02:35:19.017,7894,<discussion>,,,,,,2014-08-07T01:53:37.000,2014-09-26T08:23:28.380,329,6.0,23,anime.meta.stackexchange
1126,1,2014-09-27T05:24:38.820,24,<discussion><tags><tags-by-season>,4.0,,0.0,8.0,0.0,2012-12-11T20:32:13.000,2024-08-01T23:05:39.790,28463,79.0,286,anime.meta.stackexchange
1128,1,2014-09-28T23:07:10.637,8464,<discussion><spoilers>,1.0,,0.0,1.0,0.0,2014-09-24T16:06:47.000,2016-03-10T14:40:16.923,1331,8.0,46,anime.meta.stackexchange
1129,1,2014-10-09T17:23:23.563,1398,<discussion><allowed-topics>,11.0,,0.0,5.0,1.0,2013-01-31T09:48:26.000,2020-11-20T09:20:35.173,13642,31.0,129,anime.meta.stackexchange
1131,1,2014-10-13T15:51:16.527,63,<discussion><community-events>,1.0,,0.0,7.0,0.0,2012-12-11T21:44:54.000,2024-08-02T12:29:57.593,42611,102.0,344,anime.meta.stackexchange
1134,1,2014-10-17T19:34:34.130,27,<feature-request><status-completed><identification-questions><close-reasons><off-topic>,3.0,,0.0,10.0,0.0,2012-12-11T20:35:51.000,2022-04-07T19:00:23.373,19254,61.0,116,anime.meta.stackexchange
1137,1,2014-10-20T19:50:50.190,27,<discussion><identification-questions><close-reasons>,,,0.0,15.0,0.0,2012-12-11T20:35:51.000,2022-04-07T19:00:23.373,19254,61.0,135,anime.meta.stackexchange
1139,1,2014-10-28T15:03:28.743,49,<discussion><feature-request><status-completed><tags>,2.0,,0.0,9.0,0.0,2012-12-11T21:07:08.000,2024-07-05T11:11:57.827,17992,57.0,203,anime.meta.stackexchange
1144,1,2014-11-02T17:31:46.743,1398,<discussion><tags><specific-question>,2.0,,0.0,2.0,0.0,2013-01-31T09:48:26.000,2020-11-20T09:20:35.173,13642,31.0,25,anime.meta.stackexchange
1145,1,2014-11-11T23:09:16.903,7579,<discussion><identification-questions><unanswered-questions>,5.0,,0.0,8.0,0.0,2014-07-13T03:45:23.000,2021-10-28T02:30:54.953,12544,34.0,152,anime.meta.stackexchange
1148,1,2014-11-12T09:12:13.837,1530,<discussion><tags><lumping-and-splitting>,3.0,,,,,2013-03-04T20:15:55.000,2023-09-25T20:43:06.577,34362,68.0,54,anime.meta.stackexchange
1151,1,2014-11-19T21:45:13.583,1530,<discussion><unanswered-questions>,,,0.0,10.0,0.0,2013-03-04T20:15:55.000,2023-09-25T20:43:06.577,34362,68.0,171,anime.meta.stackexchange
1153,1,2014-11-20T11:31:50.330,85,<support><tags>,,,0.0,2.0,0.0,2012-12-11T23:02:37.000,2017-12-12T05:12:01.503,5611,20.0,39,anime.meta.stackexchange
1155,1,2014-11-21T19:25:30.450,85,<support><asking-questions>,2.0,,0.0,1.0,0.0,2012-12-11T23:02:37.000,2017-12-12T05:12:01.503,5611,20.0,39,anime.meta.stackexchange
1158,1,2014-11-24T09:08:20.703,1587,<discussion><winterbash-2014>,3.0,,0.0,1.0,0.0,2013-03-21T00:57:11.000,2024-08-01T00:58:28.100,40141,50.0,50,anime.meta.stackexchange
1160,1,2014-12-01T11:39:53.533,27,<discussion><tags><lumping-and-splitting>,,,0.0,1.0,0.0,2012-12-11T20:35:51.000,2022-04-07T19:00:23.373,19254,61.0,24,anime.meta.stackexchange
1162,1,2014-12-01T19:07:15.690,2808,<support>,1.0,,,,,2013-11-27T15:35:01.000,2017-06-09T12:16:43.510,10816,18.0,40,anime.meta.stackexchange
1165,1,2014-12-01T22:04:01.580,63,<discussion><community-events>,,,0.0,6.0,0.0,2012-12-11T21:44:54.000,2024-08-02T12:29:57.593,42611,102.0,127,anime.meta.stackexchange
1166,1,2014-12-04T10:12:32.793,191,<support><chat><chat-bots>,,,0.0,22.0,0.0,2012-12-17T05:30:06.000,2020-12-01T13:47:20.400,9537,62.0,2088,anime.meta.stackexchange
1168,1,2014-12-08T16:39:12.760,63,<feature-request>,2.0,,0.0,4.0,0.0,2012-12-11T21:44:54.000,2024-08-02T12:29:57.593,42611,102.0,39,anime.meta.stackexchange
1169,1,2014-12-11T07:28:34.827,9260,<discussion>,2.0,,0.0,1.0,2.0,2014-11-20T00:23:26.000,2015-02-25T03:49:37.637,1127,9.0,48,anime.meta.stackexchange
1170,1,2014-12-11T07:37:54.933,6345,<discussion>,2.0,,0.0,1.0,0.0,2014-06-23T10:11:38.000,2019-07-05T05:03:44.923,4401,21.0,84,anime.meta.stackexchange
1172,1,2014-12-14T02:47:07.037,,<discussion><close-reasons><flagging>,,,0.0,2.0,0.0,,,,,42,anime.meta.stackexchange
1175,1,2014-12-15T01:31:39.013,1908,<discussion><winterbash-2014>,2.0,,0.0,11.0,0.0,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,248,anime.meta.stackexchange
1179,1,2014-12-17T08:59:36.060,9260,<discussion><feature-request>,,,0.0,1.0,0.0,2014-11-20T00:23:26.000,2015-02-25T03:49:37.637,1127,9.0,39,anime.meta.stackexchange
1181,1,2014-12-17T19:49:50.930,191,<discussion>,1.0,,0.0,6.0,0.0,2012-12-17T05:30:06.000,2020-12-01T13:47:20.400,9537,62.0,1701,anime.meta.stackexchange
1182,1,2014-12-18T23:03:19.453,63,<discussion><community-events>,,,0.0,12.0,0.0,2012-12-11T21:44:54.000,2024-08-02T12:29:57.593,42611,102.0,781,anime.meta.stackexchange
1184,1,2014-12-20T22:58:02.313,10742,<discussion>,3.0,,0.0,1.0,0.0,2014-12-19T05:24:36.000,2014-12-24T19:21:52.007,13,3.0,39,anime.meta.stackexchange
1186,1,2014-12-24T19:46:25.050,1908,<discussion><feature-request><status-completed><tags><retagging>,4.0,,0.0,1.0,0.0,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,31,anime.meta.stackexchange
1187,1,2014-12-26T05:16:30.093,9260,<support>,,,0.0,1.0,0.0,2014-11-20T00:23:26.000,2015-02-25T03:49:37.637,1127,9.0,83,anime.meta.stackexchange
1191,1,2014-12-30T07:19:21.177,24,<discussion><tags><tags-by-season>,,,0.0,9.0,0.0,2012-12-11T20:32:13.000,2024-08-01T23:05:39.790,28463,79.0,199,anime.meta.stackexchange
1193,1,2014-12-30T23:16:08.283,1908,<discussion><identification-questions>,8.0,,0.0,14.0,3.0,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,249,anime.meta.stackexchange
1196,1,2014-12-31T08:40:45.340,8486,<feature-request><tags>,3.0,,0.0,2.0,0.0,2014-09-26T10:43:59.000,2024-07-31T08:08:56.440,9930,27.0,64,anime.meta.stackexchange
1199,1,2015-01-01T02:58:16.280,1908,<discussion><tags>,,,0.0,4.0,0.0,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,103,anime.meta.stackexchange
1201,1,2015-01-02T14:51:10.887,1398,<discussion>,1.0,,0.0,5.0,0.0,2013-01-31T09:48:26.000,2020-11-20T09:20:35.173,13642,31.0,86,anime.meta.stackexchange
1204,1,2015-01-03T15:42:04.227,191,<discussion>,,,0.0,26.0,1.0,2012-12-17T05:30:06.000,2020-12-01T13:47:20.400,9537,62.0,90203,anime.meta.stackexchange
2217,1,2015-01-13T14:03:46.390,2869,<support>,1.0,,0.0,1.0,0.0,2013-12-05T05:51:29.000,2024-04-14T23:55:54.933,19245,29.0,58,anime.meta.stackexchange
2223,1,2015-01-16T08:17:11.980,9260,<discussion><exact-duplicates>,1.0,,0.0,1.0,0.0,2014-11-20T00:23:26.000,2015-02-25T03:49:37.637,1127,9.0,43,anime.meta.stackexchange
2227,1,2015-01-16T23:19:23.177,1908,<discussion><tags><bounty>,2.0,,0.0,8.0,0.0,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,117,anime.meta.stackexchange
2231,1,2015-01-19T14:36:20.650,1530,<discussion><close-reasons>,6.0,,0.0,4.0,0.0,2013-03-04T20:15:55.000,2023-09-25T20:43:06.577,34362,68.0,100,anime.meta.stackexchange
2232,1,2015-01-24T14:28:24.053,11083,<discussion>,5.0,,0.0,1.0,0.0,2015-01-08T12:00:12.000,2024-02-06T16:26:04.027,9198,19.0,60,anime.meta.stackexchange
2233,1,2015-01-24T16:18:08.823,11083,<discussion><feature-request>,2.0,,0.0,1.0,0.0,2015-01-08T12:00:12.000,2024-02-06T16:26:04.027,9198,19.0,81,anime.meta.stackexchange
2235,1,2015-01-24T21:36:45.037,27,<discussion><tags>,4.0,,0.0,10.0,1.0,2012-12-11T20:35:51.000,2022-04-07T19:00:23.373,19254,61.0,616,anime.meta.stackexchange
2240,1,2015-01-28T16:33:29.817,11206,<discussion><allowed-topics>,2.0,,0.0,4.0,0.0,2015-01-16T10:24:34.000,2020-01-21T10:34:50.423,1846,15.0,93,anime.meta.stackexchange
2243,1,2015-01-31T21:21:20.243,1908,<discussion><bounties-for-tags>,6.0,,0.0,8.0,0.0,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,138,anime.meta.stackexchange
2244,1,2015-02-01T13:24:18.390,49,<discussion>,1.0,,0.0,5.0,0.0,2012-12-11T21:07:08.000,2024-07-05T11:11:57.827,17992,57.0,152,anime.meta.stackexchange
2245,1,2015-02-01T17:23:58.923,122,<support>,1.0,,0.0,3.0,0.0,2012-12-12T07:32:15.000,2019-05-16T14:49:29.907,11115,24.0,104,anime.meta.stackexchange
2249,1,2015-02-04T15:07:58.243,1398,<bug><editing>,,,0.0,6.0,0.0,2013-01-31T09:48:26.000,2020-11-20T09:20:35.173,13642,31.0,48,anime.meta.stackexchange
2250,1,2015-02-07T12:05:46.913,8486,<support><editing>,2.0,,0.0,6.0,0.0,2014-09-26T10:43:59.000,2024-07-31T08:08:56.440,9930,27.0,80,anime.meta.stackexchange
2254,1,2015-02-08T03:05:32.927,-1,<discussion><site-evaluation>,,,0.0,5.0,0.0,2012-12-11T18:19:06.000,2012-12-11T18:19:14.610,1,,122,anime.meta.stackexchange
2255,1,2015-02-08T15:55:43.583,9093,<discussion><identification-questions><down-votes><up-votes>,2.0,,0.0,1.0,0.0,2014-11-09T11:04:13.000,2015-05-06T10:43:26.427,1229,9.0,73,anime.meta.stackexchange
2257,1,2015-02-09T04:44:09.523,1398,<discussion>,,,0.0,1.0,0.0,2013-01-31T09:48:26.000,2020-11-20T09:20:35.173,13642,31.0,65,anime.meta.stackexchange
2260,1,2015-02-12T16:31:56.907,11083,<feature-request><status-bydesign>,12.0,,0.0,1.0,0.0,2015-01-08T12:00:12.000,2024-02-06T16:26:04.027,9198,19.0,63,anime.meta.stackexchange
2265,1,2015-02-20T11:49:44.210,11083,<discussion>,4.0,,0.0,1.0,0.0,2015-01-08T12:00:12.000,2024-02-06T16:26:04.027,9198,19.0,26,anime.meta.stackexchange
2267,1,2015-02-20T12:17:45.877,11083,<bug><status-completed><asking-questions>,,,0.0,3.0,0.0,2015-01-08T12:00:12.000,2024-02-06T16:26:04.027,9198,19.0,44,anime.meta.stackexchange
2270,1,2015-02-21T06:39:15.807,1398,<discussion><allowed-topics><identification-questions>,,,0.0,2.0,0.0,2013-01-31T09:48:26.000,2020-11-20T09:20:35.173,13642,31.0,81,anime.meta.stackexchange
2272,1,2015-02-21T22:28:07.197,9307,<feature-request><spoilers><comments>,3.0,,,,,2014-11-23T10:47:51.000,2018-02-25T20:24:07.100,554,10.0,117,anime.meta.stackexchange
2275,1,2015-02-23T07:39:43.457,9260,<support><reputation>,4.0,,0.0,1.0,0.0,2014-11-20T00:23:26.000,2015-02-25T03:49:37.637,1127,9.0,64,anime.meta.stackexchange
2278,1,2015-02-24T11:47:37.950,11083,<discussion><questions><answers>,3.0,,0.0,1.0,0.0,2015-01-08T12:00:12.000,2024-02-06T16:26:04.027,9198,19.0,42,anime.meta.stackexchange
2281,1,2015-03-01T06:44:05.273,1908,<discussion><bounties-for-tags>,3.0,,0.0,14.0,0.0,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,265,anime.meta.stackexchange
2282,1,2015-03-01T15:41:35.020,3269,<discussion>,6.0,,0.0,11.0,0.0,2014-01-09T08:11:16.000,2015-03-09T15:04:28.883,545,5.0,270,anime.meta.stackexchange
2285,1,2015-03-09T12:18:43.487,191,<discussion><status-completed><tags>,1.0,,0.0,16.0,1.0,2012-12-17T05:30:06.000,2020-12-01T13:47:20.400,9537,62.0,134,anime.meta.stackexchange
2291,1,2015-03-23T02:50:08.593,2808,<discussion><exact-duplicates>,4.0,,0.0,2.0,0.0,2013-11-27T15:35:01.000,2017-06-09T12:16:43.510,10816,18.0,43,anime.meta.stackexchange
2293,1,2015-03-26T18:59:23.367,8486,<discussion><identification-questions>,1.0,,0.0,8.0,0.0,2014-09-26T10:43:59.000,2024-07-31T08:08:56.440,9930,27.0,440,anime.meta.stackexchange
2295,1,2015-03-28T22:49:55.150,1530,<discussion><closed-questions><vote-to-reopen>,1.0,,0.0,5.0,0.0,2013-03-04T20:15:55.000,2023-09-25T20:43:06.577,34362,68.0,380,anime.meta.stackexchange
2298,1,2015-03-30T07:22:14.150,1398,<discussion><identification-questions>,,,0.0,1.0,0.0,2013-01-31T09:48:26.000,2020-11-20T09:20:35.173,13642,31.0,28,anime.meta.stackexchange
2300,1,2015-03-30T16:43:05.830,11083,<discussion><feature-request>,15.0,,0.0,4.0,0.0,2015-01-08T12:00:12.000,2024-02-06T16:26:04.027,9198,19.0,115,anime.meta.stackexchange
2301,1,2015-03-30T20:53:38.030,274,<discussion><identification-questions>,1.0,,0.0,6.0,0.0,2012-12-26T19:18:48.000,2023-05-12T21:22:24.990,29527,42.0,124,anime.meta.stackexchange
2303,1,2015-03-31T06:31:26.467,24,<discussion><tags><tags-by-season>,,,0.0,7.0,0.0,2012-12-11T20:32:13.000,2024-08-01T23:05:39.790,28463,79.0,104,anime.meta.stackexchange
2305,1,2015-04-01T02:38:14.113,1908,<discussion><bounties-for-tags>,13.0,,0.0,16.0,0.0,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,343,anime.meta.stackexchange
2307,1,2015-04-02T16:23:24.350,1908,<discussion><identification-questions>,8.0,,0.0,9.0,0.0,2013-06-17T01:13:49.000,2020-03-22T21:48:36.100,35368,56.0,148,anime.meta.stackexchange
2308,1,2015-04-03T13:44:21.970,8486,<discussion><tags>,5.0,,0.0,2.0,0.0,2014-09-26T10:43:59.000,2024-07-31T08:08:56.440,9930,27.0,42,anime.meta.stackexchange
2314,1,2015-04-04T12:52:00.590,93,<discussion>,3.0,,0.0,1.0,0.0,2012-12-12T00:28:02.000,2019-12-24T16:29:05.197,23731,22.0,40,anime.meta.stackexchange
2315,1,2015-04-06T11:55:37.293,49,<discussion><moderators>,4.0,,0.0,13.0,0.0,2012-12-11T21:07:08.000,2024-07-05T11:11:57.827,17992,57.0,214,anime.meta.stackexchange
2316,1,2015-04-08T20:55:41.030,13784,<discussion>,1.0,,0.0,14.0,0.0,2015-04-07T14:52:58.000,2016-02-11T21:44:40.563,378,6.0,350,anime.meta.stackexchange
2322,1,2015-04-12T19:41:14.353,8486,<discussion><tags><allowed-topics>,4.0,,0.0,8.0,0.0,2014-09-26T10:43:59.000,2024-07-31T08:08:56.440,9930,27.0,164,anime.meta.stackexchange
2325,1,2015-04-19T07:14:49.873,6345,<discussion><status-bydesign><vote-to-close>,4.0,,0.0,6.0,0.0,2014-06-23T10:11:38.000,2019-07-05T05:03:44.923,4401,21.0,113,anime.meta.stackexchange
2327,1,2015-04-20T16:46:56.793,1398,<discussion>,5.0,,0.0,1.0,0.0,2013-01-31T09:48:26.000,2020-11-20T09:20:35.173,13642,31.0,23,anime.meta.stackexchange
